,Away_Behinds,Away_Goals,Away_Team,Away_Total,Crowd,Date,Day,Home_Behinds,Home_Goals,Home_Team,Home_Total,Match_Link,Month,Round,Structured_Data,Time,Venue,Year,City,station_ID,URL,Rain
73,10,12,Carlton,82,"43,624",25,Friday,9,10,Kangaroos,69,No Match Report,May,Not Defined,2001-05-25 00:00:00,No time provided,MCG,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0
74,8,12,St Kilda,80,"49,937",26,Saturday,14,14,Collingwood,98,No Match Report,May,Not Defined,2001-05-26 00:00:00,No time provided,MCG,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0
75,17,18,Western Bulldogs,125,"30,063",26,Saturday,11,11,West Coast,77,No Match Report,May,Not Defined,2001-05-26 00:00:00,No time provided,Domain Stadium,2001,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-17056912&p_stn_num=009225,5.6
76,13,19,Adelaide,127,"24,122",26,Saturday,14,18,Brisbane Lions,122,No Match Report,May,Not Defined,2001-05-26 00:00:00,No time provided,Gabba,2001,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-334811501&p_stn_num=040913,0
77,9,8,Hawthorn,57,"50,701",26,Saturday,14,18,Essendon,122,No Match Report,May,Not Defined,2001-05-26 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0
78,14,9,Melbourne,68,"22,423",27,Sunday,10,13,Port Adelaide,88,No Match Report,May,Not Defined,2001-05-27 00:00:00,No time provided,AAMI Stadium,2001,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-106666407&p_stn_num=023090,22.2
79,10,11,Richmond,76,"27,421",27,Sunday,16,17,Geelong,118,No Match Report,May,Not Defined,2001-05-27 00:00:00,No time provided,Simonds Stadium,2001,Geelong,1519479636&p_stn_num=087162,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1519479636&p_stn_num=087162,1.6
80,5,10,Fremantle,65,"20,611",27,Sunday,12,12,Sydney,84,No Match Report,May,Not Defined,2001-05-27 00:00:00,No time provided,SCG,2001,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-872874356&p_stn_num=066062,0
81,11,19,Kangaroos,125,"32,793",1,Friday,13,11,Western Bulldogs,79,No Match Report,June,Not Defined,2001-06-01 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0.2
82,12,3,West Coast,30,"19,757",2,Saturday,23,21,Carlton,149,No Match Report,June,Not Defined,2001-06-02 00:00:00,No time provided,Optus Oval,2001,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-106666407&p_stn_num=023090,0
83,14,17,Port Adelaide,116,"28,228",2,Saturday,13,10,Hawthorn,73,No Match Report,June,Not Defined,2001-06-02 00:00:00,No time provided,MCG,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0
84,12,22,Melbourne,144,"30,497",2,Saturday,11,17,St Kilda,113,No Match Report,June,Not Defined,2001-06-02 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0
85,14,10,Essendon,74,"36,149",2,Saturday,12,15,Brisbane Lions,102,No Match Report,June,Not Defined,2001-06-02 00:00:00,No time provided,Gabba,2001,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-334811501&p_stn_num=040913,0
86,7,8,Geelong,55,"40,466",3,Sunday,12,9,Adelaide,66,No Match Report,June,Not Defined,2001-06-03 00:00:00,No time provided,AAMI Stadium,2001,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-106666407&p_stn_num=023090,0
87,7,11,Sydney,73,"42,640",3,Sunday,13,7,Collingwood,55,No Match Report,June,Not Defined,2001-06-03 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0
88,12,12,Richmond,84,"19,626",3,Sunday,10,6,Fremantle,46,No Match Report,June,Not Defined,2001-06-03 00:00:00,No time provided,Domain Stadium,2001,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-17056912&p_stn_num=009225,0.2
89,14,19,Essendon,128,"40,075",8,Friday,8,13,St Kilda,86,No Match Report,June,Not Defined,2001-06-08 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0.2
90,12,13,Hawthorn,90,"37,526",9,Saturday,9,14,Geelong,93,No Match Report,June,Not Defined,2001-06-09 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,6.0
91,18,11,Brisbane Lions,84,"25,588",9,Saturday,8,9,West Coast,62,No Match Report,June,Not Defined,2001-06-09 00:00:00,No time provided,Domain Stadium,2001,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-17056912&p_stn_num=009225,6.0
92,13,19,Western Bulldogs,127,"38,829",9,Saturday,13,14,Adelaide,97,No Match Report,June,Not Defined,2001-06-09 00:00:00,No time provided,AAMI Stadium,2001,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-106666407&p_stn_num=023090,7.6
93,8,10,Fremantle,68,"18,023",10,Sunday,16,23,Kangaroos,154,No Match Report,June,Not Defined,2001-06-10 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,3.2
94,13,8,Carlton,61,"71,767",10,Sunday,10,13,Richmond,88,No Match Report,June,Not Defined,2001-06-10 00:00:00,No time provided,MCG,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,3.2
95,18,10,Port Adelaide,78,"28,187",10,Sunday,17,18,Sydney,125,No Match Report,June,Not Defined,2001-06-10 00:00:00,No time provided,SCG,2001,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-872874356&p_stn_num=066062,0
96,20,19,Collingwood,134,"62,761",11,Monday,9,8,Melbourne,57,No Match Report,June,Not Defined,2001-06-11 00:00:00,No time provided,MCG,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0
97,7,11,Adelaide,73,"38,816",15,Friday,14,18,Essendon,122,No Match Report,June,Not Defined,2001-06-15 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,14.6
98,4,15,Western Bulldogs,94,"22,771",16,Saturday,9,13,Geelong,87,No Match Report,June,Not Defined,2001-06-16 00:00:00,No time provided,Simonds Stadium,2001,Geelong,1519479636&p_stn_num=087162,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1519479636&p_stn_num=087162,2.4
99,18,12,St Kilda,90,"19,857",16,Saturday,14,11,Fremantle,80,No Match Report,June,Not Defined,2001-06-16 00:00:00,No time provided,Domain Stadium,2001,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-17056912&p_stn_num=009225,0
100,10,23,Brisbane Lions,148,"23,740",17,Sunday,15,14,Melbourne,99,No Match Report,June,Not Defined,2001-06-17 00:00:00,No time provided,Gabba,2001,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-334811501&p_stn_num=040913,0
101,8,14,West Coast,92,"36,589",22,Friday,17,26,Collingwood,173,No Match Report,June,Not Defined,2001-06-22 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,
102,14,14,Kangaroos,98,"41,295",23,Saturday,11,15,Hawthorn,101,No Match Report,June,Not Defined,2001-06-23 00:00:00,No time provided,MCG,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,
103,12,8,Sydney,60,"37,196",23,Saturday,14,12,Richmond,86,No Match Report,June,Not Defined,2001-06-23 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,
104,14,15,Carlton,104,"35,805",24,Sunday,10,10,Port Adelaide,70,No Match Report,June,Not Defined,2001-06-24 00:00:00,No time provided,AAMI Stadium,2001,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-106666407&p_stn_num=023090,0
105,5,8,Hawthorn,53,"30,573",29,Friday,20,20,Brisbane Lions,140,No Match Report,June,Not Defined,2001-06-29 00:00:00,No time provided,Gabba,2001,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-334811501&p_stn_num=040913,3.0
106,14,13,Western Bulldogs,92,"30,067",30,Saturday,15,23,Carlton,153,No Match Report,June,Not Defined,2001-06-30 00:00:00,No time provided,Optus Oval,2001,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-106666407&p_stn_num=023090,0
107,12,10,Fremantle,72,"29,528",30,Saturday,10,18,Essendon,118,No Match Report,June,Not Defined,2001-06-30 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,
108,13,10,Port Adelaide,73,"10,030",30,Saturday,11,14,Kangaroos,95,No Match Report,June,Not Defined,2001-06-30 00:00:00,No time provided,Manuka Oval,2001,Canberra,986936890&p_stn_num=070246,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-986936890&p_stn_num=070246,
109,9,15,Collingwood,99,"39,010",30,Saturday,13,14,Adelaide,97,No Match Report,June,Not Defined,2001-06-30 00:00:00,No time provided,AAMI Stadium,2001,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-106666407&p_stn_num=023090,0
110,12,19,Richmond,126,"40,783",1,Sunday,9,13,St Kilda,87,No Match Report,July,Not Defined,2001-07-01 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,
111,12,12,Geelong,84,"26,760",1,Sunday,11,9,Sydney,65,No Match Report,July,Not Defined,2001-07-01 00:00:00,No time provided,SCG,2001,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-872874356&p_stn_num=066062,0
112,10,13,Melbourne,88,"29,783",1,Sunday,5,15,West Coast,95,No Match Report,July,Not Defined,2001-07-01 00:00:00,No time provided,Domain Stadium,2001,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-17056912&p_stn_num=009225,4.8
113,10,24,Essendon,154,"48,728",6,Friday,10,11,Western Bulldogs,76,No Match Report,July,Not Defined,2001-07-06 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,
114,9,20,Hawthorn,129,"52,189",7,Saturday,11,10,Richmond,71,No Match Report,July,Not Defined,2001-07-07 00:00:00,No time provided,MCG,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,
115,9,7,West Coast,51,"31,534",7,Saturday,16,8,Adelaide,64,No Match Report,July,Not Defined,2001-07-07 00:00:00,No time provided,AAMI Stadium,2001,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-106666407&p_stn_num=023090,0.2
116,8,9,St Kilda,62,"22,911",7,Saturday,17,17,Brisbane Lions,119,No Match Report,July,Not Defined,2001-07-07 00:00:00,No time provided,Gabba,2001,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-334811501&p_stn_num=040913,0
117,9,14,Collingwood,93,"50,160",8,Sunday,15,16,Geelong,111,No Match Report,July,Not Defined,2001-07-08 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,
118,13,18,Kangaroos,121,"27,464",8,Sunday,15,13,Melbourne,93,No Match Report,July,Not Defined,2001-07-08 00:00:00,No time provided,MCG,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,
119,9,12,Carlton,81,"30,488",8,Sunday,19,12,Sydney,91,No Match Report,July,Not Defined,2001-07-08 00:00:00,No time provided,SCG,2001,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-872874356&p_stn_num=066062,0
120,13,25,Port Adelaide,163,"15,961",8,Sunday,5,11,Fremantle,71,No Match Report,July,Not Defined,2001-07-08 00:00:00,No time provided,Domain Stadium,2001,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-17056912&p_stn_num=009225,11.4
121,18,23,Adelaide,156,"26,560",13,Friday,5,9,St Kilda,59,No Match Report,July,Not Defined,2001-07-13 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0.6
122,9,18,Melbourne,117,"23,901",14,Saturday,15,16,Carlton,111,No Match Report,July,Not Defined,2001-07-14 00:00:00,No time provided,Optus Oval,2001,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-106666407&p_stn_num=023090,0.4
123,14,14,Sydney,98,"34,394",14,Saturday,11,11,Hawthorn,77,No Match Report,July,Not Defined,2001-07-14 00:00:00,No time provided,MCG,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0
124,19,11,Fremantle,85,"15,111",14,Saturday,23,16,Western Bulldogs,119,No Match Report,July,Not Defined,2001-07-14 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0
125,10,7,Richmond,52,"26,773",14,Saturday,12,14,Port Adelaide,96,No Match Report,July,Not Defined,2001-07-14 00:00:00,No time provided,AAMI Stadium,2001,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-106666407&p_stn_num=023090,0.4
126,15,19,Brisbane Lions,129,"45,016",15,Sunday,7,16,Collingwood,103,No Match Report,July,Not Defined,2001-07-15 00:00:00,No time provided,MCG,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0.2
127,10,17,Geelong,112,"48,152",15,Sunday,13,19,Essendon,127,No Match Report,July,Not Defined,2001-07-15 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0.2
128,10,24,Kangaroos,154,"34,259",15,Sunday,8,17,West Coast,110,No Match Report,July,Not Defined,2001-07-15 00:00:00,No time provided,Domain Stadium,2001,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-17056912&p_stn_num=009225,0
129,14,12,Melbourne,86,"37,938",20,Friday,13,19,Richmond,127,No Match Report,July,Not Defined,2001-07-20 00:00:00,No time provided,MCG,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,1.2
130,8,8,Fremantle,56,"15,622",21,Saturday,17,19,Carlton,131,No Match Report,July,Not Defined,2001-07-21 00:00:00,No time provided,Optus Oval,2001,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-106666407&p_stn_num=023090,0
131,18,21,Hawthorn,144,"52,381",21,Saturday,5,14,Collingwood,89,No Match Report,July,Not Defined,2001-07-21 00:00:00,No time provided,MCG,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0
132,16,16,Western Bulldogs,112,"21,665",21,Saturday,6,12,St Kilda,78,No Match Report,July,Not Defined,2001-07-21 00:00:00,No time provided,Etihad Stadium,2001,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-1487228352&p_stn_num=086232,0
133,12,8,Port Adelaide,60,"29,547",21,Saturday,16,13,Brisbane Lions,94,No Match Report,July,Not Defined,2001-07-21 00:00:00,No time provided,Gabba,2001,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-334811501&p_stn_num=040913,0
134,9,16,Sydney,105,"46,852",22,Sunday,14,7,Adelaide,56,No Match Report,July,Not Defined,2001-07-22 00:00:00,No time provided,AAMI Stadium,2001,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2001&p_c=-106666407&p_stn_num=023090,0
